gene_id	uniprot_id	MW (g/mmol)
YKR011C	YKR011C	41.08101
YKR013W	PRY2	37.07597
YKR014C	YPT52	27.45797
YKR015C	YKR015C	66.89221
YKR016W	MIC60	62.16588
YKR017C	HEL1	64.42791
YKR018C	YKR018C	81.42693
YKR019C	IRS4	70.80667
YKR020W	VPS51	18.81563
YKR021W	ALY1	104.28897
YKR022C	NTR2	36.318
YKR023W	YKR023W	62.28997
YKR024C	DBP7	85.44879
YKR025W	RPC37	33.06405
YKR026C	GCN3	34.55
YKR027W	BCH2	86.76667
YKR028W	SAP190	117.33062
YKR029C	SET3	84.89614
YKR030W	GMH1	30.11985
YKR031C	SPO14	192.53502
YKR034W	DAL80	31.8772
YKR035W-A	DID2	24.07162
YKR036C	CAF4	73.26718
YKR037C	SPC34	33.58771
YKR038C	KAE1	45.1632
YKR039W	GAP1	68.38003
YKR041W	YKR041W	28.77508
YKR042W	UTH1	42.08348
YKR043C	SHB17	31.45907
YKR044W	UIP5	50.50933
YKR045C	YKR045C	20.8026
YKR046C	PET10	32.99699
YKR048C	NAP1	48.36004
YKR049C	FMP46	15.9933
YKR050W	TRK2	101.14513
YKR051W	YKR051W	47.57441
YKR052C	MRS4	33.59468
YKR053C	YSR3	47.61645
YKR054C	DYN1	470.3115
YKR055W	RHO4	33.27192
YKR056W	TRM2	75.01618
YKR057W	RPS21A	10.14094
YKR058W	GLG1	71.38124
YKR059W	TIF1	45.05628
YKR060W	UTP30	31.13417
YKR061W	KTR2	48.74202
YKR062W	TFA2	38.5294
YKR063C	LAS1	58.89226
YKR064W	OAF3	98.53601
YKR065C	PAM17	22.06092
YKR066C	CCP1	41.62986
YKR067W	GPT2	84.68663
YKR068C	BET3	22.36673
YKR069W	MET1	69.51152
YKR070W	YKR070W	40.6549
YKR071C	DRE2	40.21992
YKR072C	SIS2	65.18314
YKR074W	AIM29	17.92319
YKR075C	YKR075C	35.07177
YKR076W	ECM4	42.746
YKR077W	MSA2	40.88055
YKR078W	YKR078W	66.69257
YKR079C	TRZ1	97.31143
YKR080W	MTD1	37.90758
YKR081C	RPF2	40.30573
YKR082W	NUP133	133.55636
YKR083C	DAD2	15.25063
YKR084C	HBS1	70.00662
YKR085C	MRPL20	22.54288
YKR086W	PRP16	122.54024
YKR087C	OMA1	38.90622
YKR088C	TVP38	38.07753
YKR089C	TGL4	102.69942
YKR090W	PXL1	81.19931
YKR091W	SRL3	28.01845
YKR092C	SRP40	41.68686
YKR093W	PTR2	67.72996
YKR094C	RPL40B	14.91474
YKR095W	MLP1	216.89532
YKR095W-A	PCC1	10.10178
YKR096W	ESL2	135.85408
YKR097W	PCK1	62.76357
YKR098C	UBP11	81.96882
YKR099W	BAS1	92.917
YKR100C	SKG1	40.42585
YKR101W	SIR1	76.10348
YKR102W	FLO10	129.5458
YKR103W	NFT1	135.74292
YKR104W	YKR104W	34.28264
YKR105C	VBA5	65.19268
YKR106W	GEX2	68.86048
YLL001W	DNM1	86.67227
YLL002W	RTT109	49.22922
YLL003W	SFI1	108.08924
YLL004W	ORC3	70.03058
YLL005C	SPO75	97.01367
YLL006W	MMM1	48.31166
YLL006W-A	YLL006W-A	6.69232
YLL007C	YLL007C	76.03318
YLL008W	DRS1	86.65507
YLL009C	COX17	8.53371
YLL010C	PSR1	49.35841
YLL011W	SOF1	56.38887
YLL012W	YEH1	67.22938
YLL013C	PUF3	101.42981
YLL014W	EMC6	12.49424
YLL015W	BPT1	176.48104
YLL018C	DPS1	64.02643
YLL018C-A	COX19	11.54708
YLL019C	KNS1	83.52833
YLL021W	SPA2	167.83437
YLL022C	HIF1	44.53495
YLL023C	POM33	31.48177
YLL024C	SSA2	73.22179
YLL025W	PAU17	13.67443
YLL026W	HSP104	102.75866
YLL027W	ISA1	28.586
YLL028W	TPO1	66.52833
YLL029W	FRA1	85.47154
YLL031C	GPI13	114.22076
YLL032C	YLL032C	92.62285
YLL033W	IRC19	26.39988
YLL034C	RIX7	95.46756
YLL035W	GRC3	72.17019
YLL036C	PRP19	57.54954
YLL038C	ENT4	28.05536
YLL039C	UBI4	43.99119
YLL040C	VPS13	357.63908
YLL041C	SDH2	30.83169
YLL042C	ATG10	19.28611
YLL043W	FPS1	76.83665
YLL045C	RPL8B	29.60545
YLL046C	RNP1	29.63342
YLL048C	YBT1	187.13811
YLL049W	LDB18	20.26672
YLL050C	COF1	16.37822
YLL051C	FRE6	80.34065
YLL052C	AQY2	17.64301
YLL053C	YLL053C	17.05498
YLL054C	YLL054C	94.30351
YLL055W	YCT1	59.07634
YLL056C	YLL056C	34.4945
YLL057C	JLP1	48.06895
YLL058W	YLL058W	67.51684
YLL060C	GTT2	26.94119
YLL061W	MMP1	65.24387
YLL062C	MHT1	36.70854
YLL063C	AYT1	54.52832
YLL064C	PAU18	13.25686
YLL066C	YLL066C	137.88893
YLL066W-B	YLL066W-B	6.25934
YLL067C	YLL067C	137.58647
YLR001C	YLR001C	97.31233
YLR002C	NOC3	75.36001
YLR003C	CMS1	33.11795
YLR004C	THI73	59.1975
YLR005W	SSL1	54.13099
YLR006C	SSK1	82.24586
YLR007W	NSE1	38.44846
YLR008C	PAM18	19.35427
YLR009W	RLP24	22.72741
YLR010C	TEN1	18.60144
YLR011W	LOT6	22.53961
YLR012C	YLR012C	11.39066
YLR013W	GAT3	17.06135
YLR014C	PPR1	103.14273
YLR015W	BRE2	58.76331
YLR016C	PML1	23.63907
YLR017W	MEU1	38.80362
YLR018C	POM34	34.88954
YLR019W	PSR2	46.47699
YLR020C	YEH2	62.64969
YLR021W	IRC25	20.96394
YLR022C	SDO1	29.85568
YLR023C	IZH3	61.62078
YLR024C	UBR2	213.10984
YLR025W	SNF7	27.44362
YLR026C	SED5	39.6034
YLR027C	AAT2	48.07646
YLR028C	ADE16	68.88011
YLR029C	RPL15A	24.1329
YLR030W	YLR030W	30.56363
YLR031W	YLR031W	21.09009
YLR032W	RAD5	134.8995
YLR033W	RSC58	58.53021
YLR034C	SMF3	53.44466
YLR035C	MLH2	79.02979
YLR035C-A	YLR035C-A	130.70514
YLR036C	YLR036C	23.07911
YLR037C	PAU23	13.85562
YLR038C	COX12	10.16601
YLR039C	RIC1	123.10421
YLR040C	AFB1	23.7692
YLR042C	YLR042C	17.87366
YLR043C	TRX1	12.08955
YLR044C	PDC1	64.72351
YLR045C	STU2	101.54402
YLR046C	YLR046C	30.57473
YLR047C	FRE8	77.93261
YLR048W	RPS0B	28.89216
YLR049C	YLR049C	48.22353
YLR050C	YLR050C	19.26156
YLR051C	FCF2	25.25035
YLR052W	IES3	28.33879
YLR053C	YLR053C	12.84016
YLR054C	OSW2	82.45924
YLR055C	SPT8	69.48212
YLR056W	ERG3	42.73696
YLR057W	MNL2	96.71985
YLR058C	SHM2	53.68567
YLR059C	REX2	31.03784
YLR060W	FRS1	68.59144
YLR061W	RPL22A	14.40077
YLR063W	BMT6	41.41714
YLR064W	PER33	31.44006
YLR065C	ENV10	20.65937
YLR066W	SPC3	21.98643
YLR067C	PET309	109.49541
YLR068W	FYV7	17.66622
YLR069C	MEF1	88.40337
YLR070C	XYL2	41.24443
YLR071C	RGR1	123.50983
YLR072W	YLR072W	80.21176
YLR073C	RFU1	22.12808
YLR074C	BUD20	19.1465
YLR075W	RPL10	25.65571
YLR077W	FMP25	68.55056
YLR078C	BOS1	28.18673
YLR079W	SIC1	33.17561
YLR080W	EMP46	51.44059
YLR081W	GAL2	66.90353
YLR082C	SRL2	45.48825
YLR083C	EMP70	76.50526
YLR084C	RAX2	138.24848
YLR085C	ARP6	50.65514
YLR086W	SMC4	164.54226
YLR087C	CSF1	339.33701
YLR088W	GAA1	69.20304
YLR089C	ALT1	68.12623
YLR090W	XDJ1	53.40942
YLR091W	GEP5	33.56285
YLR092W	SUL2	102.81441
YLR093C	NYV1	29.45734
YLR094C	GIS3	57.36035
YLR095C	IOC2	93.51367
YLR096W	KIN2	132.53357
YLR097C	HRT3	39.40245
YLR098C	CHA4	72.33127
YLR099C	ICT1	45.84309
YLR099W-A	MIM2	9.98172
YLR100W	ERG27	40.10461
YLR102C	APC9	30.69044
YLR103C	CDC45	73.66258
YLR104W	LCL2	16.15867
YLR105C	SEN2	44.48005
YLR106C	MDN1	559.29534
YLR107W	REX3	46.75171
YLR108C	YLR108C	56.60837
YLR109W	AHP1	20.85437
YLR110C	CCW12	14.72942
YLR113W	HOG1	49.63624
YLR114C	AVL9	88.21595
YLR115W	CFT2	98.51234
YLR116W	MSL5	55.30378
YLR117C	CLF1	78.82254
YLR118C	YLR118C	26.10111
YLR119W	SRN2	24.5057
YLR120C	YPS1	63.21422
YLR121C	YPS3	57.44331
YLR125W	YLR125W	15.74288
YLR126C	YLR126C	29.97363
YLR127C	APC2	98.01583
YLR128W	DCN1	30.7998
YLR129W	DIP2	108.41042
YLR130C	ZRT2	47.72594
YLR131C	ACE2	89.56012
YLR132C	USB1	32.3831
YLR133W	CKI1	66.49989
YLR134W	PDC5	65.04293
YLR135W	SLX4	85.57659
YLR136C	TIS11	33.95292
YLR137W	RKM5	42.49511
YLR138W	NHA1	111.829
YLR139C	SLS1	73.36641
YLR141W	RRN5	41.10963
YLR142W	PUT1	54.35599
YLR143W	DPH6	80.39499
YLR144C	ACF2	89.6647
YLR145W	RMP1	23.64039
YLR146C	SPE4	34.86261
YLR146W-A	YLR146W-A	6.89796
YLR147C	SMD3	11.89845
YLR148W	PEP3	105.74845
YLR149C	YLR149C	83.36052
YLR150W	STM1	31.64347
YLR151C	PCD1	39.62918
YLR152C	YLR152C	63.99342
YLR153C	ACS2	79.74698
YLR154C	RNH203	12.25947
YLR154C-G	YLR154C-G	5.78313
YLR154C-H	YLR154C-H	4.95097
YLR154W-C	TAR1	13.95217
YLR155C	ASP3-1	40.44359
YLR156C-A	YLR156C-A	4.95097
YLR156W	YLR156W	13.02355
YLR157C	ASP3-2	40.44359
YLR157C-A	YLR157C-A	50.59643
YLR157C-B	YLR157C-B	198.86977
YLR157C-C	YLR157C-C	4.95097
YLR157W-D	YLR157W-D	7.9755
YLR157W-E	YLR157W-E	6.16146
YLR158C	ASP3-3	40.44359
YLR159C-A	YLR159C-A	4.95097
YLR159W	YLR159W	13.02355
YLR160C	ASP3-4	40.44359
YLR161W	YLR161W	13.02355
YLR162W	YLR162W	13.18038
YLR162W-A	RRT15	7.35114
YLR163C	MAS1	52.38782
YLR164W	SHH4	19.01592
YLR165C	PUS5	30.01787
YLR166C	SEC10	99.18855
YLR167W	RPS31	18.32237
YLR168C	UPS2	27.88323
YLR170C	APS1	18.03949
YLR172C	DPH5	34.22119
YLR173W	YLR173W	70.34871
YLR174W	IDP2	47.10282
YLR175W	CBF5	57.218
YLR176C	RFX1	92.08284
YLR177W	YLR177W	72.18124
YLR178C	TFS1	25.49848
YLR179C	YLR179C	23.07149
YLR180W	SAM1	43.59468
YLR181C	VTA1	37.4141
YLR182W	SWI6	92.30857
YLR183C	TOS4	56.38431
YLR185W	RPL37A	10.15397
YLR186W	EMG1	29.51818
YLR187W	SKG3	117.14757
YLR188W	MDL1	77.88155
YLR189C	ATG26	137.59897
YLR190W	MMR1	57.26435
YLR191W	PEX13	42.89381
YLR192C	HCR1	30.17296
YLR193C	UPS1	20.13794
YLR194C	YLR194C	28.46672
YLR195C	NMT1	53.58116
YLR196W	PWP1	66.55106
YLR197W	NOP56	57.73852
YLR199C	PBA1	31.94564
YLR200W	YKE2	13.35858
YLR201C	COQ9	29.43032
YLR203C	MSS51	50.58122
YLR204W	QRI5	12.8386
YLR205C	HMX1	35.4488
YLR206W	ENT2	73.45603
YLR207W	HRD3	94.42887
YLR208W	SEC13	35.3696
YLR209C	PNP1	35.99849
YLR210W	CLB4	52.89858
YLR211C	ATG38	25.937
YLR212C	TUB4	54.11486
YLR213C	CRR1	49.39858
YLR214W	FRE1	79.09766
YLR215C	CDC123	41.99785
YLR216C	CPR6	43.737
YLR218C	COA4	18.41923
YLR219W	MSC3	82.88661
YLR220W	CCC1	36.78463
YLR221C	RSA3	24.71323
YLR222C	UTP13	93.18586
YLR223C	IFH1	124.15184
YLR224W	YLR224W	42.30104
YLR225C	YLR225C	46.61802
YLR226W	BUR2	45.22021
YLR227C	ADY4	56.86368
YLR227W-A	YLR227W-A	50.59334
YLR227W-B	YLR227W-B	198.81962
YLR228C	ECM22	93.73915
YLR229C	CDC42	23.10868
YLR231C	BNA5	52.17283
YLR233C	EST1	79.03826
YLR234W	TOP3	76.4809
YLR237W	THI7	67.95374
YLR238W	FAR10	54.46907
YLR239C	LIP2	38.11447
YLR240W	VPS34	101.08083
YLR241W	CSC1	88.3741
YLR242C	ARV1	36.54302
YLR243W	GPN3	31.13777
YLR244C	MAP1	45.56887
YLR245C	CDD1	16.7502
YLR246W	ERF2	41.23291
YLR247C	IRC20	176.07875
YLR248W	RCK2	69.90586
YLR249W	YEF3	119.65329
YLR250W	SSP120	27.17165
YLR251W	SYM1	23.33279
YLR253W	MCP2	65.12277
YLR254C	NDL1	21.6254
YLR256W	HAP1	170.65209
YLR256W-A	YLR256W-A	50.63745
YLR257W	YLR257W	35.86825
YLR258W	GSY2	81.89986
YLR259C	HSP60	65.39219
YLR260W	LCB5	76.48542
YLR261C	VPS63	12.88381
YLR262C	YPT6	24.08694
YLR262C-A	TMA7	7.63398
YLR263W	RED1	96.78552
YLR264C-A	YLR264C-A	4.27936
YLR264W	RPS28B	8.05142
YLR265C	NEJ1	40.19218
YLR266C	PDR8	80.11861
YLR267W	BOP2	64.6638
YLR268W	SEC22	24.77193
YLR270W	DCS1	40.11894
YLR271W	YLR271W	31.26971
YLR272C	YCS4	134.24844
YLR273C	PIG1	72.56852
YLR274W	MCM5	85.50943
YLR275W	SMD2	12.79701
YLR276C	DBP9	69.87998
YLR277C	YSH1	90.32675
YLR278C	YLR278C	154.03584
YLR281C	YLR281C	17.86498
YLR283W	YLR283W	35.7731
YLR284C	ECI1	32.13999
YLR285C-A	YLR285C-A	6.61347
YLR285W	NNT1	30.37212
YLR286C	CTS1	61.17337
YLR287C	YLR287C	41.16861
YLR287C-A	RPS30A	7.81347
YLR288C	MEC3	54.24068
YLR289W	GUF1	75.31754
YLR290C	YLR290C	31.91349
YLR291C	GCD7	43.63898
YLR292C	SEC72	21.84561
YLR293C	GSP1	26.0652
YLR295C	ATP14	14.37913
YLR297W	YLR297W	14.74135
YLR298C	YHC1	26.44914
YLR299W	ECM38	76.33219
YLR300W	EXG1	51.92275
YLR301W	HRI1	29.28289
YLR303W	MET17	51.48806
YLR304C	ACO1	89.66065
YLR305C	STT4	213.1201
YLR306W	UBC12	21.89873
YLR307C-A	YLR307C-A	10.02574
YLR307W	CDA1	34.46504
YLR308W	CDA2	36.21774
YLR309C	IMH1	105.12128
YLR310C	CDC25	178.84075
YLR312C	YLR312C	45.92404
YLR312W-A	MRPL15	28.89806
YLR313C	SPH1	59.62111
YLR314C	CDC3	60.894
YLR315W	NKP2	16.93332
YLR316C	TAD3	38.48474
YLR318W	EST2	101.04685
YLR319C	BUD6	91.36301
YLR320W	MMS22	165.19468
YLR321C	SFH1	48.0785
YLR323C	CWC24	31.03129
YLR324W	PEX30	60.41583
YLR325C	RPL38	8.98386
YLR326W	YLR326W	28.46056
YLR327C	TMA10	10.16788
YLR328W	NMA1	45.94501
YLR329W	REC102	29.73199
YLR330W	CHS5	79.0046
YLR332W	MID2	39.76116
YLR333C	RPS25B	12.08004
YLR335W	NUP2	81.97336
YLR336C	SGD1	100.35456
YLR337C	VRP1	93.69918
YLR340W	RPP0	35.80443
YLR341W	SPO77	54.45974
YLR342W	FKS1	212.81856
YLR342W-A	YLR342W-A	6.45309
YLR343W	GAS2	63.23907
YLR344W	RPL26A	14.9066
YLR345W	YLR345W	58.60072
YLR346C	YLR346C	11.41146
YLR347C	KAP95	96.95609
YLR348C	DIC1	34.27101
YLR350W	ORM2	24.74617
YLR351C	NIT3	33.23255
YLR352W	YLR352W	92.40317
YLR353W	BUD8	67.46304
YLR354C	TAL1	38.30058
YLR355C	ILV5	45.45918
YLR356W	ATG33	21.64509
YLR357W	RSC2	102.60968
YLR358C	YLR358C	21.14844
YLR359W	ADE13	54.90812
YLR360W	VPS38	49.40926
YLR361C	DCR2	67.7735
YLR361C-A	YLR361C-A	11.74954
YLR362W	STE11	82.51296
YLR363C	NMD4	24.65043
YLR363W-A	YLR363W-A	10.34318
YLR364W	GRX8	13.06854
YLR367W	RPS22B	15.03583
YLR368W	MDM30	68.07755
YLR369W	SSQ1	74.41334
YLR370C	ARC18	20.40547
YLR371W	ROM2	152.98708
YLR372W	ELO3	39.56604
YLR373C	VID22	99.53643
YLR375W	STP3	39.92681
YLR376C	PSY3	27.38512
YLR377C	FBP1	39.81272
YLR378C	SEC61	53.43973
YLR380W	CSR1	47.14071
YLR381W	CTF3	83.15822
YLR382C	NAM2	104.88749
YLR383W	SMC6	126.21281
YLR384C	IKI3	155.58638
YLR385C	SWC7	15.99969
YLR386W	VAC14	99.54122
YLR387C	REH1	49.59443
YLR388W	RPS29A	6.56084
YLR389C	STE23	117.47282
YLR390W	ECM19	13.29022
YLR390W-A	CCW14	25.17086
YLR392C	ART10	60.07786
YLR393W	ATP10	32.67321
YLR394W	CST9	55.4681
YLR395C	COX8	8.96096
YLR396C	VPS33	78.73313
YLR397C	AFG2	87.86881
YLR398C	SKI2	147.52738
YLR399C	BDF1	78.66043
YLR401C	DUS3	78.07841
YLR403W	SFP1	78.07002
YLR404W	FLD1	32.11316
YLR405W	DUS4	42.6139
YLR406C	RPL31B	13.50785
YLR406C-A	YLR406C-A	5.32464
YLR407W	YLR407W	26.3146
YLR408C	BLS1	14.04197
YLR409C	UTP21	107.13413
YLR410W	VIP1	132.0657
YLR410W-A	YLR410W-A	50.48404
YLR410W-B	YLR410W-B	201.48773
YLR411W	CTR3	27.69218
YLR412C-A	YLR412C-A	8.525
YLR412W	BER1	31.40738
YLR413W	INA1	74.35225
YLR414C	PUN1	29.40544
YLR415C	YLR415C	13.16997
YLR417W	VPS36	64.67648
YLR418C	CDC73	45.9673
YLR419W	YLR419W	164.81401
YLR420W	URA4	42.47654
YLR421C	RPN13	18.16825
YLR422W	YLR422W	219.68202
YLR423C	ATG17	48.89585
YLR424W	SPP382	81.52178
YLR425W	TUS1	149.25954
YLR426W	TDA5	36.87548
YLR427W	MAG2	78.16548
YLR429W	CRN1	76.01029
YLR430W	SEN1	255.78025
YLR431C	ATG23	51.0624
YLR432W	IMD3	60.4072
YLR433C	CNA1	63.23239
YLR435W	TSR2	24.59801
YLR436C	ECM30	142.31785
YLR437C	DIF1	15.74292
YLR438C-A	LSM3	10.17192
YLR438W	CAR2	48.51441
YLR439W	MRPL4	36.31037
YLR440C	SEC39	80.66834
YLR441C	RPS1A	30.38943
YLR442C	SIR3	111.92645
YLR443W	ECM7	50.12677
YLR445W	GMC2	21.73336
YLR446W	YLR446W	48.71891
YLR447C	VMA6	38.78454
YLR448W	RPL6B	21.39763
YLR449W	FPR4	45.89909
YLR450W	HMG2	118.3501
YLR451W	LEU3	101.36181
YLR452C	SST2	79.54026
YLR453C	RIF2	45.65769
YLR454W	FMP27	300.48057
YLR455W	PDP3	35.77944
YLR456W	YLR456W	23.40787
YLR457C	NBP1	35.59729
YLR459W	GAB1	43.59672
YLR460C	YLR460C	43.91212
YLR461W	PAU4	13.18673
YLR462W	YLR462W	23.48821
YLR464W	YLR464W	24.42703
YLR466W	YRF1-4	158.54418
YLR467W	YRF1-5	206.33348
YML001W	YPT7	23.92509
YML002W	YML002W	83.26301
YML003W	YML003W	32.66299
YML004C	GLO1	38.09198
YML005W	TRM12	53.7747
YML006C	GIS4	87.33702
YML007C-A	YML007C-A	3.84304
YML007W	YAP1	75.36285
YML008C	ERG6	44.41646
YML009C	MRPL39	8.33591
YML010W	SPT5	122.51842
YML011C	RAD33	20.8849
YML012W	ERV25	24.53176
YML013W	UBX2	67.44859
YML014W	TRM9	33.19086
YML015C	TAF11	40.64679
YML016C	PPZ1	79.27247
YML017W	PSP2	68.29314
YML018C	YML018C	44.66502
YML019W	OST6	38.41024
YML020W	YML020W	75.87957
YML021C	UNG1	42.29858
YML022W	APT1	21.17473
YML023C	NSE5	63.85986
YML024W	RPS17A	15.85194
YML025C	YML6	32.93776
YML026C	RPS18B	17.08815
YML027W	YOX1	43.06135
YML028W	TSA1	22.86817
YML029W	USA1	95.29867
YML030W	RCF1	18.33543
YML031W	NDC1	74.13808
YML032C	RAD52	54.47275
YML034W	SRC1	97.323
YML035C	AMD1	94.37758
YML036W	CGI121	20.57257
YML037C	YML037C	39.73801
YML038C	YMD8	51.01232
YML039W	YML039W	198.89263
YML040W	YML040W	50.59334
YML041C	VPS71	32.04729
YML042W	CAT2	77.6225
YML043C	RRN11	57.70945
YML045W	YML045W	199.1632
YML045W-A	YML045W-A	50.50852
YML046W	PRP39	73.15058
YML047C	PRM6	39.13182
YML048W	GSF2	45.38745
YML049C	RSE1	156.34341
YML050W	AIM32	36.14345
YML051W	GAL80	48.98917
YML052W	SUR7	34.49704
YML053C	YML053C	23.59595
YML054C	CYB2	69.30857
YML054C-A	YML054C-A	5.66277
YML055W	SPC2	21.00319
YML056C	IMD4	61.23311
YML057W	CMP2	69.33608
YML058W	SML1	12.06668
YML058W-A	HUG1	8.16193
YML059C	NTE1	190.3066
YML060W	OGG1	43.04571
YML061C	PIF1	99.11553
YML062C	MFT1	45.62512
YML063W	RPS1B	30.47268
YML064C	TEM1	27.64324
YML065W	ORC1	104.47958
YML066C	SMA2	42.91613
YML067C	ERV41	40.88232
YML068W	ITT1	54.39568
YML069W	POB3	63.89263
YML070W	DAK1	67.32208
YML071C	COG8	69.30404
YML072C	TCB3	179.45263
YML073C	RPL6A	21.03919
YML074C	FPR3	48.04157
YML075C	HMG1	120.55774
YML076C	WAR1	108.28633
YML077W	BET5	18.01567
YML078W	CPR3	21.08688
YML079W	YML079W	24.05175
YML080W	DUS1	49.55783
YML081C-A	ATP18	6.8775
YML081W	TDA9	140.74627
YML082W	YML082W	74.42179
YML083C	YML083C	48.04101
YML085C	TUB1	52.48115
YML086C	ALO1	61.86698
YML087C	AIM33	37.34693
YML088W	UFO1	76.8443
YML091C	RPM2	136.80957
YML092C	PRE8	28.36543
YML093W	UTP14	103.8869
YML094W	GIM5	18.821
YML095C	RAD10	23.91714
YML096W	YML096W	60.14136
YML097C	VPS9	51.39514
YML098W	TAF13	19.56988
YML099C	ARG81	101.89425
YML100W	TSL1	125.41997
YML100W-A	YML100W-A	6.59379
YML101C	CUE4	14.04074
YML102W	CAC2	55.09361
YML103C	NUP188	185.94792
YML104C	MDM1	128.30914
YML105C	SEC65	31.8552
YML106W	URA5	24.76926
YML107C	PML39	39.19974
YML108W	YML108W	12.52145
YML109W	ZDS2	107.36565
YML110C	COQ5	35.23068
YML111W	BUL2	105.59712
YML112W	CTK3	33.65898
YML113W	DAT1	28.54341
YML114C	TAF8	57.91568
YML115C	VAN1	61.22676
YML116W	ATR1	60.56298
YML117W	NAB6	128.98963
YML118W	NGL3	59.03185
YML119W	YML119W	40.8244
YML120C	NDI1	58.21406
YML121W	GTR1	35.74212
YML123C	PHO84	65.85652
YML124C	TUB3	52.00936
YML125C	PGA3	36.07096
YML126C	ERG13	57.11704
YML127W	RSC9	65.51497
YML128C	MSC1	60.71747
YML129C	COX14	8.36414
YML130C	ERO1	65.06913
YML131W	YML131W	43.20149
YML132W	COS3	44.70462
YML133C	YML133C	157.57839
YMR001C	CDC5	80.49007
YMR001C-A	YMR001C-A	8.38928
YMR002W	MIX17	17.63435
YMR003W	AIM34	22.94258
YMR004W	MVP1	57.83349
YMR005W	TAF4	44.25331
YMR006C	PLB2	78.52275
YMR008C	PLB1	75.00899
YMR009W	ADI1	20.48707
YMR010W	YMR010W	44.8538
YMR011W	HXT2	61.70638
YMR012W	CLU1	147.53658
YMR013C	SEC59	57.41053
YMR014W	BUD22	58.98506
YMR015C	ERG5	62.45521
YMR016C	SOK2	90.02654
YMR017W	SPO20	45.90986
YMR018W	YMR018W	58.32412
YMR019W	STB4	108.72603
YMR020W	FMS1	59.16155
YMR021C	MAC1	47.20769
YMR022W	UBC7	19.01619
YMR023C	MSS1	58.39192
YMR024W	MRPL3	44.59851
YMR025W	CSI1	33.54194
YMR026C	PEX12	46.09028
YMR027W	YMR027W	54.05954
YMR028W	TAP42	42.45724
YMR029C	FAR8	59.73033
YMR030W	RSF1	44.12446
YMR030W-A	YMR030W-A	10.58493
YMR031C	EIS1	95.61928
YMR032W	HOF1	76.28018
YMR033W	ARP9	52.74902
YMR034C	YMR034C	49.49674
YMR035W	IMP2	20.70615
YMR036C	MIH1	62.34492
YMR037C	MSN2	79.26288
YMR038C	CCS1	29.07723
YMR039C	SUB1	33.12746
YMR040W	YET2	17.9531
YMR041C	ARA2	38.56821
YMR042W	ARG80	19.91417
YMR043W	MCM1	35.36139
YMR044W	IOC4	54.8139
YMR045C	YMR045C	199.31277
YMR046C	YMR046C	50.56225
YMR047C	NUP116	129.36676
YMR048W	CSM3	37.70843
YMR049C	ERB1	92.75511
YMR050C	YMR050C	199.44875
YMR051C	YMR051C	50.52547
YMR052W	FAR3	22.7317
YMR053C	STB2	98.2211
YMR054W	STV1	102.03332
YMR055C	BUB2	34.73096
YMR056C	AAC1	35.13952
YMR058W	FET3	74.5232
YMR059W	SEN15	14.7089
YMR060C	SAM37	38.31805
YMR061W	RNA14	78.29735
YMR062C	ARG7	50.83465
YMR063W	RIM9	27.77086
YMR064W	AEP1	58.31672
YMR065W	KAR5	58.00682
YMR066W	SOV1	101.98126
YMR067C	UBX4	48.3385
YMR068W	AVO2	49.51291
YMR069W	NAT4	33.00623
YMR070W	MOT3	57.74421
YMR071C	TVP18	18.38237
YMR072W	ABF2	20.75181
YMR073C	IRC21	23.86002
YMR074C	YMR074C	16.27934
YMR075W	RCO1	78.93012
YMR076C	PDS5	143.83845
YMR077C	VPS20	25.74933
YMR078C	CTF18	85.25497
YMR079W	SEC14	34.98386
YMR080C	NAM7	113.41346
YMR081C	ISF1	37.54198
YMR083W	ADH3	44.42133
YMR084W	YMR084W	30.4802
YMR085W	YMR085W	49.27399
YMR086W	SEG1	110.37412
YMR087W	YMR087W	32.63847
YMR088C	VBA1	63.1074
YMR089C	YTA12	95.29381
YMR090W	YMR090W	26.36024
YMR091C	NPL6	49.73479
YMR092C	AIP1	71.92702
YMR093W	UTP15	59.36379
YMR094W	CTF13	55.03083
YMR095C	SNO1	26.13224
YMR096W	SNZ1	34.51302
YMR097C	MTG1	43.12741
YMR098C	ATP25	71.11018
YMR099C	YMR099C	35.37886
YMR100W	MUB1	71.96068
YMR101C	SRT1	39.54968
YMR102C	YMR102C	95.13842
YMR104C	YPK2	77.18586
YMR105C	PGM2	65.0177
YMR105W-A	YMR105W-A	7.37705
YMR106C	YKU80	73.50204
YMR107W	SPG4	13.63198
YMR108W	ILV2	80.0127
YMR109W	MYO5	137.83362
YMR110C	HFD1	60.31234
YMR111C	YMR111C	52.13079
YMR112C	MED11	15.54549
YMR113W	FOL3	50.11221
YMR114C	YMR114C	43.7364
YMR115W	MGR3	56.91274
YMR116C	ASC1	36.77849
YMR117C	SPC24	24.5656
YMR118C	SHH3	22.58809
YMR119W	ASI1	71.01903
YMR120C	ADE17	67.65726
YMR121C	RPL15B	24.11489
YMR122W-A	YMR122W-A	8.79247
YMR123W	PKR1	13.62405
YMR124W	EPO1	108.00048
YMR125W	STO1	97.79092
YMR126C	DLT1	38.98494
YMR127C	SAS2	39.88719
YMR128W	ECM16	146.56467
YMR129W	POM152	152.39095
YMR130W	YMR130W	34.15207
YMR131C	RRB1	59.92648
YMR132C	JLP2	24.85467
YMR133W	REC114	50.32188
YMR134W	ERG29	27.31308
